year,country,institution,uni_rank,uni_score,score_gap_parent,entered_top100_parent,top_uni_parent
2022,United Kingdom,Queen Mary University of London,117,56.7,39.9,1,University of Oxford
2022,United Kingdom,Lancaster University,132,54.0,39.9,1,University of Oxford
2022,United Kingdom,Newcastle University,134,53.8,39.9,1,University of Oxford
2022,United Kingdom,University of Reading,202,43.5,39.9,1,University of Oxford
2022,United Kingdom,University of Aberdeen,205,43.1,39.9,1,University of Oxford
2022,United Kingdom,Loughborough University,231,40.1,39.9,1,University of Oxford
2022,United Kingdom,University of Strathclyde,302,34.4,39.9,1,University of Oxford
2022,United Kingdom,University of East Anglia (UEA),307,34.0,39.9,1,University of Oxford
2022,United Kingdom,"Essex, University of",439,26.5,39.9,1,University of Oxford
2022,Singapore,"Nanyang Technological University, Singapore (NTU)",12,90.8,34.3,1,National University of Singapore (NUS)
2022,China (Mainland),Peking University,18,88.8,29.4,1,Tsinghua University
2022,China (Mainland),Fudan University,31,82.6,29.4,1,Tsinghua University
2022,China (Mainland),Zhejiang University,45,77.4,29.4,1,Tsinghua University
2022,China (Mainland),University of Science and Technology of China,98,60.1,29.4,1,Tsinghua University
2022,China (Mainland),Nanjing University,131,54.2,29.4,1,Tsinghua University
2022,China (Mainland),Tongji University,211,42.5,29.4,1,Tsinghua University
2022,China (Mainland),Wuhan University,225,40.4,29.4,1,Tsinghua University
2022,China (Mainland),Sun Yat-sen University,260,37.4,29.4,1,Tsinghua University
2022,Hong Kong SAR,The Hong Kong University of Science and Technology,34,82.2,26.7,1,The University of Hong Kong
2022,Hong Kong SAR,The Chinese University of Hong Kong (CUHK),39,80.3,26.7,1,The University of Hong Kong
2022,Hong Kong SAR,The Hong Kong Polytechnic University,66,69.1,26.7,1,The University of Hong Kong
2022,Hong Kong SAR,Hong Kong Baptist University,287,35.5,26.7,1,The University of Hong Kong
2022,Canada,University of British Columbia,46,77.1,25.7,1,University of Toronto
2022,Canada,Université de Montréal ,111,57.3,25.7,1,University of Toronto
2022,Canada,University of Alberta,126,55.2,25.7,1,University of Toronto
2022,Canada,McMaster University,140,52.7,25.7,1,University of Toronto
2022,Canada,Western University,170,47.5,25.7,1,University of Toronto
2022,Canada,University of Ottawa,230,40.2,25.7,1,University of Toronto
2022,Canada,University of Calgary,235,39.7,25.7,1,University of Toronto
2022,Canada,University of Saskatchewan,458,25.6,25.7,1,University of Toronto
2022,Japan,Tokyo Institute of Technology (Tokyo Tech),56,73.5,22.7,1,Kyoto University
2022,Japan,Nagoya University,118,56.2,22.7,1,Kyoto University
2022,Japan,Kyushu University,137,53.3,22.7,1,Kyoto University
2022,Japan,Hokkaido University,145,51.4,22.7,1,Kyoto University
2022,Japan,Keio University,201,43.9,22.7,1,Kyoto University
2022,Japan,Waseda University,203,43.3,22.7,1,Kyoto University
2022,Japan,Hiroshima University,343,31.8,22.7,1,Kyoto University
2022,Japan,Kobe University,386,28.9,22.7,1,Kyoto University
2022,South Korea,KAIST - Korea Advanced Institute of Science & Technology,41,79.1,22.1,1,Seoul National University
2022,South Korea,Korea University,74,66.3,22.1,1,Seoul National University
2022,South Korea,Pohang University of Science And Technology (POSTECH),81,65.4,22.1,1,Seoul National University
2022,South Korea,Sungkyunkwan University (SKKU),97,60.5,22.1,1,Seoul National University
2022,South Korea,Hanyang University,156,49.8,22.1,1,Seoul National University
2022,South Korea,Ulsan National Institute of Science and Technology (UNIST),212,42.4,22.1,1,Seoul National University
2022,Australia,The University of Sydney,38,80.4,21.8,1,The University of Melbourne
2022,Australia,The University of New South Wales (UNSW Sydney),43,77.7,21.8,1,The University of Melbourne
2022,Australia,The University of Queensland,47,76.6,21.8,1,The University of Melbourne
2022,Australia,Monash University,58,72.2,21.8,1,The University of Melbourne
2022,Australia,The University of Western Australia,93,62.5,21.8,1,The University of Melbourne
2022,Australia,The University of Adelaide,108,57.9,21.8,1,The University of Melbourne
2022,Australia,University of Technology Sydney,133,53.9,21.8,1,The University of Melbourne
2022,Australia,University of Wollongong,193,44.9,21.8,1,The University of Melbourne
2022,Australia,"The University of Newcastle, Australia (UON)",197,44.6,21.8,1,The University of Melbourne
2022,Australia,Macquarie University,200,44.1,21.8,1,The University of Melbourne
2022,Australia,RMIT University,206,42.8,21.8,1,The University of Melbourne
2022,Australia,Queensland University of Technology (QUT),213,42.1,21.8,1,The University of Melbourne
2022,Australia,Deakin University,283,36.1,21.8,1,The University of Melbourne
2022,Australia,Swinburne University of Technology,321,33.0,21.8,1,The University of Melbourne
2022,France,Sorbonne University,72,67.1,18.0,1,Université PSL
2022,France,École Normale Supérieure de Lyon,130,54.6,18.0,1,Université PSL
2022,France,Ecole des Ponts ParisTech,245,39.1,18.0,1,Université PSL
2022,Netherlands,Delft University of Technology,57,73.1,14.2,1,University of Amsterdam
2022,Netherlands,Utrecht University,110,57.5,14.2,1,University of Amsterdam
2022,Netherlands,Wageningen University & Research,123,55.8,14.2,1,University of Amsterdam
2022,Netherlands,Eindhoven University of Technology,125,55.3,14.2,1,University of Amsterdam
2022,Netherlands,Erasmus University Rotterdam ,179,46.3,14.2,1,University of Amsterdam
2022,Netherlands,Radboud University ,220,41.1,14.2,1,University of Amsterdam
2022,Germany,Ludwig-Maximilians-Universität München,64,70.1,11.2,1,Ruprecht-Karls-Universität Heidelberg
2022,Germany,Freie Universitaet Berlin,127,54.9,11.2,1,Ruprecht-Karls-Universität Heidelberg
2022,Germany,"KIT, Karlsruhe Institute of Technology",136,53.4,11.2,1,Ruprecht-Karls-Universität Heidelberg
2022,Germany,Technische Universität Berlin (TU Berlin),159,49.3,11.2,1,Ruprecht-Karls-Universität Heidelberg
2022,Germany,RWTH Aachen University,165,48.0,11.2,1,Ruprecht-Karls-Universität Heidelberg
2022,Germany,Albert-Ludwigs-Universitaet Freiburg,172,47.0,11.2,1,Ruprecht-Karls-Universität Heidelberg
2022,Germany,University of Göttingen,204,43.2,11.2,1,Ruprecht-Karls-Universität Heidelberg
2022,Germany,Universität Hamburg,214,42.0,11.2,1,Ruprecht-Karls-Universität Heidelberg
2022,Germany,Westfälische Wilhelms-Universität Münster ,411,27.7,11.2,1,Ruprecht-Karls-Universität Heidelberg
2022,Germany,Universität Mannheim,423,27.2,11.2,1,Ruprecht-Karls-Universität Heidelberg
2022,Malaysia,Universiti Putra Malaysia (UPM),143,52.2,10.2,1,Universiti Malaya (UM)
2022,Malaysia,Universiti Kebangsaan Malaysia (UKM),144,52.0,10.2,1,Universiti Malaya (UM)
2022,Malaysia,Universiti Sains Malaysia (USM),147,51.0,10.2,1,Universiti Malaya (UM)
2022,Sweden,KTH Royal Institute of Technology ,89,63.2,4.2,1,Lund University
2022,Sweden,Uppsala University,124,55.4,4.2,1,Lund University
2022,Sweden,Stockholm University,148,50.6,4.2,1,Lund University
2022,Sweden,Linköping University,329,32.5,4.2,1,Lund University
2022,Denmark,Aarhus University,155,50.2,0.3,1,Technical University of Denmark
2022,Norway,University of Bergen,199,44.2,-0.6,0,University of Oslo
2022,Finland,University of Oulu,377,29.5,-1.1,0,University of Helsinki
2022,Switzerland,University of Lausanne,176,46.6,-3.5,0,University of Bern
2022,Belgium,Université catholique de Louvain (UCLouvain),188,45.6,-7.0,0,Ghent University
2022,Belgium,Vrije Universiteit Brussel (VUB),221,41.0,-7.0,0,Ghent University
2022,Italy,Sapienza University of Rome,171,47.2,-7.1,0,Politecnico di Milano
2022,Italy,University of Milan,316,33.5,-7.1,0,Politecnico di Milano
2022,Italy,Università Vita-Salute San Raffaele,390,28.6,-7.1,0,Politecnico di Milano
2022,Italy,University of Milano-Bicocca ,450,25.9,-7.1,0,Politecnico di Milano
2022,Kazakhstan,L.N. Gumilyov Eurasian National University (ENU),328,32.7,-12.8,0,Al-Farabi Kazakh National University
2022,India,Indian Institute of Technology Kharagpur (IIT-KGP),280,36.3,-13.7,0,Indian Institute of Technology Delhi (IITD)
2022,Spain,Universitat Politècnica de València,371,30.0,-18.8,0,Complutense University of Madrid
2022,New Zealand,Massey University,284,35.9,-21.9,0,University of Canterbury | Te Whare Wānanga o Waitaha
2022,New Zealand,Lincoln University ,372,29.8,-21.9,0,University of Canterbury | Te Whare Wānanga o Waitaha
2025,United States,Harvard University,4,96.8,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,Stanford University,6,96.1,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,California Institute of Technology (Caltech),10,90.9,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,University of Pennsylvania,11,90.3,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,"University of California, Berkeley (UCB)",12,90.1,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,Cornell University,16,87.9,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,University of Chicago,21,86.2,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,Princeton University,22,85.5,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,Yale University,23,85.2,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,Johns Hopkins University,32,82.1,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,Columbia University,34,82.0,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,"University of California, Los Angeles (UCLA)",42,79.8,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,New York University (NYU),43,79.6,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,University of Michigan-Ann Arbor,44,79.0,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,Northwestern University,50,76.0,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,Carnegie Mellon University,58,72.0,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,Duke University,61,70.8,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,University of Texas at Austin,66,69.5,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,University of Illinois at Urbana-Champaign,69,68.2,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,"University of California, San Diego (UCSD)",72,67.1,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,University of Washington,76,65.3,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,Brown University,79,64.7,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,Pennsylvania State University,89,61.7,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,Purdue University,89,61.7,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,Boston University,108,58.6,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,Georgia Institute of Technology,114,57.3,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,University of Wisconsin-Madison,116,57.1,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,University of Southern California,125,55.2,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,"University of California, Davis",130,54.4,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,Rice University,141,53.6,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,Michigan State University,152,51.9,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,Texas A&M University,154,51.8,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,"University of North Carolina, Chapel Hill",155,51.6,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,Washington University in St. Louis,171,49.9,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,"University of California, Santa Barbara (UCSB)",178,48.9,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,Emory University,196,46.6,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,Arizona State University,200,46.2,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,University of Minnesota Twin Cities,203,46.0,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,The Ohio State University,208,45.6,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,University of Florida,215,44.2,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,"University of Maryland, College Park",218,44.0,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,University of Rochester,236,42.3,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,Dartmouth College,243,41.3,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,Vanderbilt University,248,40.8,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,Case Western Reserve University,259,39.7,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,University of Massachusetts Amherst,275,38.2,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,University of Pittsburgh,275,38.2,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,The University of Arizona,293,37.0,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,University of Virginia,297,36.6,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,Georgetown University,301,36.3,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,"University of California, Irvine",307,35.5,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,North Carolina State University,311,35.1,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,University of Notre Dame,316,34.7,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,University of Colorado Boulder,320,34.4,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,University of Miami,324,34.1,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,Rutgers UniversityNew Brunswick,328,33.8,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,Tufts University,344,32.9,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,Indiana University Bloomington,355,32.1,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,University of Illinois at Chicago (UIC),365,31.6,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,George Washington University,371,31.3,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,Virginia Polytechnic Institute and State University,389,30.1,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,"University of California, Santa Cruz",393,29.9,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,Northeastern University,396,29.7,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,Yeshiva University,413,28.8,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,Colorado State University,442,26.8,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,University of Kansas,452,26.4,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,"Stony Brook University, State University of New York",460,26.2,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,University at Buffalo SUNY,466,25.7,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,Washington State University,466,25.7,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,Iowa State University,470,25.6,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,"The University of Tennessee, Knoxville",481,25.0,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,University of Hawai?i at Manoa,488,24.6,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,"University of California, Riverside",497,24.2,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,Colorado School of Mines,501,24.1,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,University of Delaware,506,24.0,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,Missouri University of Science and Technology,527,23.2,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,University of Utah,531,23.1,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,University of Connecticut,565,22.0,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,Florida State University,573,21.6,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,Florida International University,574,21.5,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,The University of Georgia,587,21.1,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,University of Iowa,596,20.8,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United States,University of Texas Dallas,596,20.8,40.4,1,Massachusetts Institute of Technology (MIT) 
2025,United Kingdom,University of Oxford,3,96.9,38.9,1,Imperial College London
2025,United Kingdom,University of Cambridge,5,96.7,38.9,1,Imperial College London
2025,United Kingdom,UCL,9,91.6,38.9,1,Imperial College London
2025,United Kingdom,The University of Edinburgh,27,83.3,38.9,1,Imperial College London
2025,United Kingdom,The University of Manchester,34,82.0,38.9,1,Imperial College London
2025,United Kingdom,King's College London,40,80.2,38.9,1,Imperial College London
2025,United Kingdom,The London School of Economics and Political Science (LSE),50,76.0,38.9,1,Imperial College London
2025,United Kingdom,University of Bristol,54,75.4,38.9,1,Imperial College London
2025,United Kingdom,The University of Warwick,69,68.2,38.9,1,Imperial College London
2025,United Kingdom,University of Glasgow,78,65.0,38.9,1,Imperial College London
2025,United Kingdom,University of Birmingham,80,64.1,38.9,1,Imperial College London
2025,United Kingdom,University of Southampton,80,64.1,38.9,1,Imperial College London
2025,United Kingdom,University of Leeds,82,63.8,38.9,1,Imperial College London
2025,United Kingdom,Durham University,89,61.7,38.9,1,Imperial College London
2025,United Kingdom,University of St Andrews,104,59.2,38.9,1,Imperial College London
2025,United Kingdom,The University of Sheffield,105,59.1,38.9,1,Imperial College London
2025,United Kingdom,University of Nottingham,108,58.5,38.9,1,Imperial College London
2025,United Kingdom,Queen Mary University of London,120,55.8,38.9,1,Imperial College London
2025,United Kingdom,Newcastle University,129,54.5,38.9,1,Imperial College London
2025,United Kingdom,Lancaster University,141,53.6,38.9,1,Imperial College London
2025,United Kingdom,University of Bath,150,52.1,38.9,1,Imperial College London
2025,United Kingdom,University of Liverpool,165,50.7,38.9,1,Imperial College London
2025,United Kingdom,The University of Exeter,169,50.1,38.9,1,Imperial College London
2025,United Kingdom,University of Reading,172,49.9,38.9,1,Imperial College London
2025,United Kingdom,University of York,184,48.2,38.9,1,Imperial College London
2025,United Kingdom,Cardiff University,186,47.6,38.9,1,Imperial College London
2025,United Kingdom,Queen's University Belfast,206,45.7,38.9,1,Imperial College London
2025,United Kingdom,Loughborough University,224,43.6,38.9,1,Imperial College London
2025,United Kingdom,University of Aberdeen,236,42.3,38.9,1,Imperial College London
2025,United Kingdom,University of Sussex,246,41.0,38.9,1,Imperial College London
2025,United Kingdom,Heriot-Watt University,256,39.9,38.9,1,Imperial College London
2025,United Kingdom,University of Strathclyde,281,37.9,38.9,1,Imperial College London
2025,United Kingdom,University of Leicester,285,37.2,38.9,1,Imperial College London
2025,United Kingdom,University of Surrey,285,37.2,38.9,1,Imperial College London
2025,United Kingdom,Swansea University,298,36.5,38.9,1,Imperial College London
2025,United Kingdom,University of East Anglia (UEA),332,33.6,38.9,1,Imperial College London
2025,United Kingdom,Brunel University London,342,33.0,38.9,1,Imperial College London
2025,United Kingdom,"City, University of London",352,32.4,38.9,1,Imperial College London
2025,United Kingdom,University of Kent,380,30.8,38.9,1,Imperial College London
2025,United Kingdom,"Birkbeck, University of London",408,29.1,38.9,1,Imperial College London
2025,United Kingdom,Oxford Brookes University,416,28.6,38.9,1,Imperial College London
2025,United Kingdom, University of Dundee,418,28.5,38.9,1,Imperial College London
2025,United Kingdom,Aston University,423,28.1,38.9,1,Imperial College London
2025,United Kingdom,University of Stirling,452,26.4,38.9,1,Imperial College London
2025,United Kingdom,"Essex, University of",472,25.3,38.9,1,Imperial College London
2025,United Kingdom,Bangor University,474,25.2,38.9,1,Imperial College London
2025,United Kingdom,Royal Holloway University of London,477,25.1,38.9,1,Imperial College London
2025,United Kingdom,University of Huddersfield,501,24.1,38.9,1,Imperial College London
2025,United Kingdom,SOAS University of London ,508,23.9,38.9,1,Imperial College London
2025,United Kingdom,University of Hull,516,23.6,38.9,1,Imperial College London
2025,United Kingdom,Coventry University,526,23.3,38.9,1,Imperial College London
2025,United Kingdom,University of Bradford,531,23.1,38.9,1,Imperial College London
2025,United Kingdom,Northumbria University at Newcastle,535,22.9,38.9,1,Imperial College London
2025,United Kingdom,Ulster University,559,22.3,38.9,1,Imperial College London
2025,United Kingdom,Nottingham Trent University,592,21.0,38.9,1,Imperial College London
2025,Switzerland,EPFL,26,83.5,34.3,1,ETH Zurich - Swiss Federal Institute of Technology
2025,Switzerland,University of Zurich,109,58.3,34.3,1,ETH Zurich - Swiss Federal Institute of Technology
2025,Switzerland,University of Basel,131,54.3,34.3,1,ETH Zurich - Swiss Federal Institute of Technology
2025,Switzerland,University of Geneva,155,51.6,34.3,1,ETH Zurich - Swiss Federal Institute of Technology
2025,Switzerland,University of Bern,161,51.2,34.3,1,ETH Zurich - Swiss Federal Institute of Technology
2025,Switzerland,University of Lausanne,224,43.6,34.3,1,ETH Zurich - Swiss Federal Institute of Technology
2025,Switzerland,USI - Università della Svizzera italiana,405,29.3,34.3,1,ETH Zurich - Swiss Federal Institute of Technology
2025,Switzerland,Université de Fribourg,539,22.8,34.3,1,ETH Zurich - Swiss Federal Institute of Technology
2025,Singapore,"Nanyang Technological University, Singapore (NTU)",15,88.4,34.1,1,National University of Singapore (NUS)
2025,Singapore,Singapore University of Technology and Design,440,27.0,34.1,1,National University of Singapore (NUS)
2025,Singapore,Singapore Management University,585,21.2,34.1,1,National University of Singapore (NUS)
2025,Australia,The University of Sydney,18,87.3,29.3,1,The University of Melbourne
2025,Australia,The University of New South Wales (UNSW Sydney),19,87.1,29.3,1,The University of Melbourne
2025,Australia,The Australian National University,30,82.4,29.3,1,The University of Melbourne
2025,Australia,Monash University,37,81.2,29.3,1,The University of Melbourne
2025,Australia,The University of Queensland,40,80.2,29.3,1,The University of Melbourne
2025,Australia,The University of Western Australia,77,65.2,29.3,1,The University of Melbourne
2025,Australia,The University of Adelaide,82,63.8,29.3,1,The University of Melbourne
2025,Australia,University of Technology Sydney,88,62.4,29.3,1,The University of Melbourne
2025,Australia,RMIT University,123,55.5,29.3,1,The University of Melbourne
2025,Australia,Macquarie University,133,54.1,29.3,1,The University of Melbourne
2025,Australia,University of Wollongong,167,50.3,29.3,1,The University of Melbourne
2025,Australia,Curtin University,174,49.3,29.3,1,The University of Melbourne
2025,Australia,"The University of Newcastle, Australia (UON)",179,48.7,29.3,1,The University of Melbourne
2025,Australia,Deakin University,197,46.4,29.3,1,The University of Melbourne
2025,Australia,Queensland University of Technology (QUT),213,44.7,29.3,1,The University of Melbourne
2025,Australia,La Trobe University,217,44.1,29.3,1,The University of Melbourne
2025,Australia,Griffith University,255,40.1,29.3,1,The University of Melbourne
2025,Australia,Swinburne University of Technology,291,37.1,29.3,1,The University of Melbourne
2025,Australia,University of Tasmania,293,37.0,29.3,1,The University of Melbourne
2025,Australia,Flinders University,336,33.3,29.3,1,The University of Melbourne
2025,Australia,University of South Australia,340,33.2,29.3,1,The University of Melbourne
2025,Australia, Western Sydney University,384,30.5,29.3,1,The University of Melbourne
2025,Australia,University of Southern Queensland ,396,29.7,29.3,1,The University of Melbourne
2025,Australia,University of Canberra ,403,29.5,29.3,1,The University of Melbourne
2025,Australia,Murdoch University,436,27.2,29.3,1,The University of Melbourne
2025,Australia,James Cook University,445,26.7,29.3,1,The University of Melbourne
2025,Australia,Central Queensland University (CQUniversity Australia),495,24.4,29.3,1,The University of Melbourne
2025,Australia,Edith Cowan University ,516,23.6,29.3,1,The University of Melbourne
2025,Australia,Southern Cross University ,576,21.4,29.3,1,The University of Melbourne
2025,Australia,Bond University,587,21.1,29.3,1,The University of Melbourne
2025,China (Mainland),Tsinghua University,20,86.5,28.9,1,Peking University
2025,China (Mainland),Fudan University,39,80.3,28.9,1,Peking University
2025,China (Mainland),Shanghai Jiao Tong University,45,77.8,28.9,1,Peking University
2025,China (Mainland),Zhejiang University,47,77.1,28.9,1,Peking University
2025,China (Mainland),University of Science and Technology of China,133,54.1,28.9,1,Peking University
2025,China (Mainland),Nanjing University,145,53.0,28.9,1,Peking University
2025,China (Mainland),Tongji University,192,46.9,28.9,1,Peking University
2025,China (Mainland),Wuhan University,194,46.7,28.9,1,Peking University
2025,China (Mainland),Harbin Institute of Technology,252,40.3,28.9,1,Peking University
2025,China (Mainland),Tianjin University,269,38.6,28.9,1,Peking University
2025,China (Mainland),Beijing Normal University ,271,38.5,28.9,1,Peking University
2025,China (Mainland),Southern University of Science and Technology,284,37.3,28.9,1,Peking University
2025,China (Mainland),Xian Jiaotong University,295,36.9,28.9,1,Peking University
2025,China (Mainland),Huazhong University of Science and Technology,300,36.4,28.9,1,Peking University
2025,China (Mainland),Beijing Institute of Technology,302,35.9,28.9,1,Peking University
2025,China (Mainland),Shandong University,316,34.7,28.9,1,Peking University
2025,China (Mainland),Sun Yat-sen University,331,33.7,28.9,1,Peking University
2025,China (Mainland),Sichuan University,336,33.3,28.9,1,Peking University
2025,China (Mainland),Xiamen University,362,31.7,28.9,1,Peking University
2025,China (Mainland),Nankai University,377,31.1,28.9,1,Peking University
2025,China (Mainland),South China University of Technology,385,30.4,28.9,1,Peking University
2025,China (Mainland),Southeast University,428,27.8,28.9,1,Peking University
2025,China (Mainland),University of Science and Technology Beijing,430,27.7,28.9,1,Peking University
2025,China (Mainland),Central South University,431,27.6,28.9,1,Peking University
2025,China (Mainland),Dalian University of Technology,448,26.6,28.9,1,Peking University
2025,China (Mainland),Hunan University ,448,26.6,28.9,1,Peking University
2025,China (Mainland),University of Electronic Science and Technology of China,451,26.5,28.9,1,Peking University
2025,China (Mainland),Beihang University (former BUAA),452,26.4,28.9,1,Peking University
2025,China (Mainland),China Agricultural University ,484,24.9,28.9,1,Peking University
2025,China (Mainland),Chongqing University,489,24.5,28.9,1,Peking University
2025,China (Mainland),Shanghai University,489,24.5,28.9,1,Peking University
2025,China (Mainland),Jilin University,497,24.2,28.9,1,Peking University
2025,China (Mainland),East China Normal University,501,24.1,28.9,1,Peking University
2025,China (Mainland),Shenzhen University,508,23.9,28.9,1,Peking University
2025,China (Mainland),Zhengzhou University,511,23.8,28.9,1,Peking University
2025,China (Mainland),Northwestern Polytechnical University,547,22.6,28.9,1,Peking University
2025,China (Mainland),Nanjing University of Science and Technology,565,22.0,28.9,1,Peking University
2025,China (Mainland),Jinan University (China),580,21.3,28.9,1,Peking University
2025,Hong Kong SAR,The Chinese University of Hong Kong (CUHK),36,81.3,28.0,1,The University of Hong Kong
2025,Hong Kong SAR,The Hong Kong University of Science and Technology,47,77.1,28.0,1,The University of Hong Kong
2025,Hong Kong SAR,The Hong Kong Polytechnic University,57,72.1,28.0,1,The University of Hong Kong
2025,Hong Kong SAR,City University of Hong Kong,62,70.7,28.0,1,The University of Hong Kong
2025,Hong Kong SAR,Hong Kong Baptist University,252,40.3,28.0,1,The University of Hong Kong
2025,France,Institut Polytechnique de Paris,46,77.5,25.1,1,Université PSL
2025,France,Sorbonne University,63,70.3,25.1,1,Université PSL
2025,France,Université Paris-Saclay,73,67.0,25.1,1,Université PSL
2025,France,École Normale Supérieure de Lyon,187,47.5,25.1,1,Université PSL
2025,France,Ecole des Ponts ParisTech,205,45.8,25.1,1,Université PSL
2025,France,Université Paris 1 Panthéon-Sorbonne ,283,37.5,25.1,1,Université PSL
2025,France,Université Paris Cité,302,35.9,25.1,1,Université PSL
2025,France,Université Grenoble Alpes,334,33.5,25.1,1,Université PSL
2025,France,Sciences Po ,350,32.5,25.1,1,Université PSL
2025,France,Institut National des Sciences Appliquées de Lyon (INSA),405,29.3,25.1,1,Université PSL
2025,France,Université de Montpellier,448,26.6,25.1,1,Université PSL
2025,France,Université de Strasbourg,456,26.3,25.1,1,Université PSL
2025,France,Aix-Marseille University,481,25.0,25.1,1,Université PSL
2025,France,University of Bordeaux,535,22.9,25.1,1,Université PSL
2025,France,Université Claude Bernard Lyon 1,562,22.2,25.1,1,Université PSL
2025,France,Université Paul Sabatier Toulouse III,580,21.3,25.1,1,Université PSL
2025,Canada,McGill University,29,83.0,24.5,1,University of Toronto
